TRADEDATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-07-24,4542.0,4542.0,4100.0,4148.5,5300782
2024-07-25,4153.5,4186.0,4070.0,4137.5,1905603
2024-07-26,4137.5,4176.5,3931.0,3962.5,4187989
2024-07-29,3935.0,3935.0,3783.0,3867.0,4730950
2024-07-30,3917.0,3949.0,3809.0,3910.0,4070128
2024-07-31,3915.5,3954.5,3865.5,3892.0,2007544
2024-08-01,3895.0,3921.0,3861.0,3871.5,1226606
2024-08-02,3871.5,3874.0,3726.0,3728.5,2611364
2024-08-05,3605.5,3657.0,3551.0,3585.0,3840829
2024-08-06,3643.0,3700.0,3564.0,3644.0,2341885
2024-08-07,3661.5,3876.0,3605.0,3854.0,4359542
2024-08-08,3860.0,3929.5,3790.5,3828.0,3522485
2024-08-09,3826.0,3870.5,3792.5,3854.5,1123907
2024-08-12,3829.0,3923.0,3805.5,3923.0,1658809
2024-08-13,3938.0,3964.0,3903.5,3911.0,1118537
2024-08-14,3915.0,3929.0,3825.0,3831.5,996717
2024-08-15,3832.0,3860.0,3783.0,3828.0,1129756
2024-08-16,3828.5,3856.0,3756.0,3776.5,1084178
2024-08-19,3799.0,3825.0,3680.5,3725.5,1905573
2024-08-20,3742.0,3787.5,3683.5,3753.0,1234119
2024-08-21,3755.0,3853.0,3712.5,3836.5,1344017
2024-08-22,3836.5,3884.0,3760.5,3794.0,1505016
2024-08-23,3794.0,3836.5,3730.0,3807.0,1390128
2024-08-26,3880.0,3945.0,3851.0,3913.5,1751792
2024-08-27,3910.5,3942.5,3828.5,3844.0,910370
2024-08-28,3844.0,3920.0,3819.0,3892.5,1268153
2024-08-29,3902.0,3944.5,3840.0,3926.0,1113382
2024-08-30,3954.0,3972.5,3731.0,3765.5,1671578
2024-09-02,3730.5,3762.0,3583.5,3620.5,2474527
2024-09-03,3635.0,3707.0,3568.0,3652.0,1935125
2024-09-04,3655.0,3744.0,3628.0,3737.0,1025998
2024-09-05,3761.0,3769.5,3669.0,3679.5,962185
2024-09-06,3681.5,3745.5,3641.0,3715.0,677793
2024-09-09,3740.0,3888.0,3738.5,3883.5,1424505
2024-09-10,3905.0,3905.5,3771.0,3825.0,1116225
2024-09-11,3822.0,3878.0,3777.0,3782.0,1316846
2024-09-12,3792.0,3829.5,3736.0,3828.5,1164435
2024-09-13,3820.0,3920.0,3762.5,3914.5,1698703
2024-09-16,3933.0,4135.0,3921.0,4119.0,3001023
2024-09-17,4128.5,4175.5,4052.5,4106.0,1989210
2024-09-18,4115.0,4130.0,4020.0,4031.0,1030090
2024-09-19,4050.0,4150.0,4026.0,4137.5,1409406
2024-09-20,4075.0,4135.0,4065.0,4100.0,1216895
2024-09-23,4100.0,4249.0,4070.0,4202.5,1880461
2024-09-24,4209.5,4240.0,4128.0,4160.0,910741
2024-09-25,4170.0,4170.0,4002.0,4035.5,1367988
2024-09-26,4015.0,4059.0,3963.5,4001.5,1118056
2024-09-27,4025.0,4068.0,4002.5,4024.0,604750
2024-09-30,4045.0,4089.0,3985.5,4007.5,712975
2024-10-01,4005.0,4023.5,3931.0,3963.0,747533
2024-10-02,3966.0,4009.0,3901.0,3907.5,692597
2024-10-03,3915.0,3974.0,3862.5,3969.0,926244
2024-10-04,3978.0,4003.0,3931.0,3945.5,594341
2024-10-07,3950.0,3961.0,3910.0,3928.5,386502
2024-10-08,3927.0,4000.0,3900.5,3982.5,729549
2024-10-09,3982.0,3987.0,3906.5,3933.5,436752
2024-10-10,3938.0,3994.0,3933.0,3979.5,389312
2024-10-11,3980.0,4006.0,3944.0,3975.0,578368
2024-10-14,3990.0,4082.5,3964.0,4074.0,1113527
2024-10-15,4066.0,4128.0,4059.0,4091.0,660263
2024-10-16,4099.5,4121.5,4023.0,4057.0,659146
2024-10-17,4043.0,4065.5,3975.5,3983.5,457459
